src,dest,ttl,win,len,mal
192.168.43.71 , 52.201.27.16 ,128,68,40,0
192.168.43.71 , 54.163.236.149 ,128,63,944,0
104.108.198.176 , 192.168.43.71 ,57,251,40,0
104.108.198.176 , 192.168.43.71 ,57,251,334,0
104.108.198.176 , 192.168.43.71 ,57,29200,52,0
192.168.43.71 , 104.108.198.176 ,128,68,40,0
192.168.43.71 , 104.108.198.176 ,128,17520,52,0
192.168.43.71 , 104.108.198.176 ,128,68,557,0
192.168.43.71 , 104.108.198.176 ,128,17520,52,0
192.168.43.71 , 104.108.198.176 ,128,68,975,0
192.168.43.71 , 104.108.198.176 ,128,66,40,0
192.168.43.71 , 104.108.198.176 ,128,66,974,0
104.108.198.176 , 192.168.43.71 ,57,327,335,0
173.226.108.90 , 192.168.43.71 ,231,40958,40,0
192.168.43.71 , 173.226.108.90 ,128,16517,40,0
192.168.43.71 , 104.108.198.176 ,128,63,1019,0
104.108.198.176 , 192.168.43.71 ,57,29200,52,0
104.108.198.176 , 192.168.43.71 ,57,237,40,0
192.168.43.71 , 104.108.198.176 ,128,68,40,0
104.108.198.176 , 192.168.43.71 ,57,237,192,0
104.108.198.176 , 192.168.43.71 ,57,29200,52,0
192.168.43.71 , 104.108.198.176 ,128,68,40,0
192.168.43.71 , 104.108.198.176 ,128,68,557,0
192.168.43.71 , 104.108.198.176 ,128,67,91,0
192.168.43.71 , 104.108.198.176 ,128,68,557,0
192.168.43.71 , 104.108.198.176 ,128,67,1021,0
104.108.198.176 , 192.168.43.71 ,57,281,40,0
104.108.198.176 , 192.168.43.71 ,57,281,333,0
192.168.43.71 , 104.108.198.176 ,128,67,1021,0
104.108.198.176 , 192.168.43.71 ,57,266,334,0
192.168.43.71 , 104.108.198.176 ,128,65,1018,0
104.108.198.176 , 192.168.43.71 ,57,342,320,0
104.108.198.176 , 192.168.43.71 ,57,237,40,0
104.108.198.176 , 192.168.43.71 ,57,237,192,0
192.168.43.71 , 104.108.198.176 ,128,67,91,0
192.168.43.71 , 104.108.198.176 ,128,67,1024,0
192.168.43.71 , 104.108.198.176 ,128,68,1017,0
104.108.198.176 , 192.168.43.71 ,57,237,40,0
104.108.198.176 , 192.168.43.71 ,57,237,192,0
104.108.198.176 , 192.168.43.71 ,57,252,40,0
104.108.198.176 , 192.168.43.71 ,57,252,320,0
192.168.43.71 , 104.108.198.176 ,128,67,91,0
192.168.43.71 , 104.108.198.176 ,128,67,1016,0
192.168.43.71 , 104.108.198.176 ,128,66,1019,0
104.108.198.176 , 192.168.43.71 ,57,296,320,0
192.168.43.71 , 104.108.198.176 ,128,66,1018,0
104.108.198.176 , 192.168.43.71 ,57,281,320,0
192.168.43.71 , 104.108.198.176 ,128,64,1019,0
104.108.198.176 , 192.168.43.71 ,57,252,40,0
104.108.198.176 , 192.168.43.71 ,57,252,320,0
104.108.198.176 , 192.168.43.71 ,57,357,320,0
104.108.198.176 , 192.168.43.71 ,57,252,40,0
104.108.198.176 , 192.168.43.71 ,57,252,320,0
192.168.43.71 , 104.108.198.176 ,128,66,1017,0
192.168.43.71 , 104.108.198.176 ,128,67,1019,0
192.168.43.71 , 104.108.198.176 ,128,66,1017,0
104.108.198.176 , 192.168.43.71 ,57,268,320,0
104.108.198.176 , 192.168.43.71 ,57,311,320,0
192.168.43.71 , 104.108.198.176 ,128,65,1019,0
192.168.43.71 , 104.108.198.176 ,128,65,1017,0
54.163.236.149 , 192.168.43.71 ,222,26883,52,0
192.168.43.71 , 54.163.236.149 ,128,68,40,0
104.108.198.176 , 192.168.43.71 ,57,297,321,0
192.168.43.71 , 104.108.198.176 ,128,68,1016,0
104.108.198.176 , 192.168.43.71 ,57,268,320,0
104.108.198.176 , 192.168.43.71 ,57,373,321,0
192.168.43.71 , 104.108.198.176 ,128,65,985,0
192.168.43.71 , 104.108.198.176 ,128,66,965,0
104.108.198.176 , 192.168.43.71 ,57,283,321,0
104.108.198.176 , 192.168.43.71 ,57,327,320,0
104.108.198.176 , 192.168.43.71 ,57,268,40,0
104.108.198.176 , 192.168.43.71 ,57,312,320,0
104.108.198.176 , 192.168.43.71 ,57,268,320,0
192.168.43.71 , 104.108.198.176 ,128,64,966,0
192.168.43.71 , 104.108.198.176 ,128,64,962,0
192.168.43.71 , 104.108.198.176 ,128,67,974,0
192.168.43.71 , 104.108.198.176 ,128,65,962,0
104.108.198.176 , 192.168.43.71 ,57,283,334,0
192.168.43.71 , 104.108.198.176 ,128,64,928,0
104.108.198.176 , 192.168.43.71 ,57,388,334,0
104.108.198.176 , 192.168.43.71 ,57,342,335,0
104.108.198.176 , 192.168.43.71 ,57,298,334,0
104.108.198.176 , 192.168.43.71 ,57,283,40,0
104.108.198.176 , 192.168.43.71 ,57,327,334,0
104.108.198.176 , 192.168.43.71 ,57,298,1340,0
104.108.198.176 , 192.168.43.71 ,57,298,1340,0
192.168.43.71 , 104.108.198.176 ,128,68,40,0
104.108.198.176 , 192.168.43.71 ,57,298,1340,0
104.108.198.176 , 192.168.43.71 ,57,298,1340,0
192.168.43.71 , 104.108.198.176 ,128,68,40,0
104.108.198.176 , 192.168.43.71 ,57,298,1340,0
104.108.198.176 , 192.168.43.71 ,57,298,1340,0
192.168.43.71 , 104.108.198.176 ,128,68,40,0
104.108.198.176 , 192.168.43.71 ,57,298,1340,0
104.108.198.176 , 192.168.43.71 ,57,298,1340,0
192.168.43.71 , 104.108.198.176 ,128,68,40,0
104.108.198.176 , 192.168.43.71 ,57,298,1340,0
104.108.198.176 , 192.168.43.71 ,57,298,1340,0
104.108.198.176 , 192.168.43.71 ,57,298,1340,0
192.168.43.71 , 104.108.198.176 ,128,68,40,0
192.168.43.71 , 104.108.198.176 ,128,65,999,0
192.168.43.71 , 104.108.198.176 ,128,68,1005,0
192.168.43.71 , 104.108.198.176 ,128,63,1001,0
192.168.43.71 , 104.108.198.176 ,128,66,1016,0
192.168.43.71 , 54.163.236.149 ,128,63,944,0
104.108.198.176 , 192.168.43.71 ,57,298,1340,0
104.108.198.176 , 192.168.43.71 ,57,283,334,0
192.168.43.71 , 104.108.198.176 ,128,68,40,0
192.168.43.71 , 104.108.198.176 ,128,64,996,0
104.108.198.176 , 192.168.43.71 ,57,228,1340,0
104.108.198.176 , 192.168.43.71 ,57,228,548,0
192.168.43.71 , 104.108.198.176 ,128,68,40,0
104.108.198.176 , 192.168.43.71 ,57,228,832,0
104.108.198.176 , 192.168.43.71 ,57,228,1340,0
192.168.43.71 , 104.108.198.176 ,128,68,40,0
104.108.198.176 , 192.168.43.71 ,57,228,1340,0
104.108.198.176 , 192.168.43.71 ,57,228,1340,0
192.168.43.71 , 104.108.198.176 ,128,68,40,0
104.108.198.176 , 192.168.43.71 ,57,228,1340,0
104.108.198.176 , 192.168.43.71 ,57,228,1340,0
104.108.198.176 , 192.168.43.71 ,57,228,1340,0
104.108.198.176 , 192.168.43.71 ,57,228,1340,0
192.168.43.71 , 104.108.198.176 ,128,68,40,0
104.108.198.176 , 192.168.43.71 ,57,228,1340,0
104.108.198.176 , 192.168.43.71 ,57,228,1340,0
192.168.43.71 , 104.108.198.176 ,128,68,40,0
104.108.198.176 , 192.168.43.71 ,57,228,1340,0
104.108.198.176 , 192.168.43.71 ,57,228,1340,0
192.168.43.71 , 104.108.198.176 ,128,68,40,0
104.108.198.176 , 192.168.43.71 ,57,298,1340,0
104.108.198.176 , 192.168.43.71 ,57,298,1340,0
192.168.43.71 , 104.108.198.176 ,128,68,40,0
104.108.198.176 , 192.168.43.71 ,57,298,1340,0
104.108.198.176 , 192.168.43.71 ,57,298,1340,0
192.168.43.71 , 104.108.198.176 ,128,68,40,0
104.108.198.176 , 192.168.43.71 ,57,298,1340,0
104.108.198.176 , 192.168.43.71 ,57,403,320,0
104.108.198.176 , 192.168.43.71 ,57,298,1340,0
192.168.43.71 , 104.108.198.176 ,128,68,40,0
104.108.198.176 , 192.168.43.71 ,57,298,1340,0
104.108.198.176 , 192.168.43.71 ,57,298,1340,0
192.168.43.71 , 104.108.198.176 ,128,68,40,0
104.108.198.176 , 192.168.43.71 ,57,298,1340,0
192.168.43.71 , 104.108.198.176 ,128,64,1010,0
192.168.43.71 , 67.106.145.165 ,128,17520,52,0
104.108.198.176 , 192.168.43.71 ,57,298,1340,0
192.168.43.71 , 104.108.198.176 ,128,68,40,0
104.108.198.176 , 192.168.43.71 ,57,298,1340,0
104.108.198.176 , 192.168.43.71 ,57,298,1340,0
192.168.43.71 , 104.108.198.176 ,128,68,40,0
104.108.198.176 , 192.168.43.71 ,57,298,588,0
104.108.198.176 , 192.168.43.71 ,57,298,792,0
192.168.43.71 , 104.108.198.176 ,128,68,40,0
104.108.198.176 , 192.168.43.71 ,57,357,321,0
104.108.198.176 , 192.168.43.71 ,57,343,320,0
104.108.198.176 , 192.168.43.71 ,57,314,319,0
192.168.43.71 , 104.108.198.176 ,128,68,1016,0
192.168.43.71 , 104.108.198.176 ,128,65,998,0
104.108.198.176 , 192.168.43.71 ,57,298,1340,0
104.108.198.176 , 192.168.43.71 ,57,298,1340,0
192.168.43.71 , 104.108.198.176 ,128,68,40,0
104.108.198.176 , 192.168.43.71 ,57,298,1340,0
104.108.198.176 , 192.168.43.71 ,57,298,1340,0
192.168.43.71 , 104.108.198.176 ,128,68,40,0
192.168.43.71 , 104.108.198.176 ,128,67,40,0
104.108.198.176 , 192.168.43.71 ,57,298,1340,0
104.108.198.176 , 192.168.43.71 ,57,298,468,0
192.168.43.71 , 104.108.198.176 ,128,258,40,0
104.108.198.176 , 192.168.43.71 ,57,298,912,0
104.108.198.176 , 192.168.43.71 ,57,298,1340,0
192.168.43.71 , 104.108.198.176 ,128,258,40,0
104.108.198.176 , 192.168.43.71 ,57,298,1340,0
104.108.198.176 , 192.168.43.71 ,57,298,334,0
104.108.198.176 , 192.168.43.71 ,57,298,1340,0
192.168.43.71 , 104.108.198.176 ,128,258,40,0
104.108.198.176 , 192.168.43.71 ,57,298,1340,0
104.108.198.176 , 192.168.43.71 ,57,298,1340,0
192.168.43.71 , 104.108.198.176 ,128,258,40,0
104.108.198.176 , 192.168.43.71 ,57,298,1340,0
104.108.198.176 , 192.168.43.71 ,57,298,1340,0
104.108.198.176 , 192.168.43.71 ,57,298,412,0
104.108.198.176 , 192.168.43.71 ,57,419,320,0
192.168.43.71 , 104.108.198.176 ,128,258,40,0
104.108.198.176 , 192.168.43.71 ,57,298,1340,0
104.108.198.176 , 192.168.43.71 ,57,298,1340,0
192.168.43.71 , 104.108.198.176 ,128,258,40,0
104.108.198.176 , 192.168.43.71 ,57,298,1340,0
192.168.43.71 , 104.108.198.176 ,128,258,40,0
104.108.198.176 , 192.168.43.71 ,57,298,1340,0
104.108.198.176 , 192.168.43.71 ,57,228,968,0
192.168.43.71 , 104.108.198.176 ,128,258,40,0
104.108.198.176 , 192.168.43.71 ,57,228,1340,0
104.108.198.176 , 192.168.43.71 ,57,228,1340,0
192.168.43.71 , 104.108.198.176 ,128,258,40,0
104.108.198.176 , 192.168.43.71 ,57,228,1340,0
104.108.198.176 , 192.168.43.71 ,57,228,628,0
192.168.43.71 , 104.108.198.176 ,128,258,40,0
192.168.43.71 , 104.108.198.176 ,128,68,40,0
192.168.43.71 , 104.108.198.176 ,128,68,40,0
192.168.43.71 , 104.108.198.176 ,128,68,1204,0
54.163.236.149 , 192.168.43.71 ,225,117,519,0
104.108.198.176 , 192.168.43.71 ,57,329,320,0
104.108.198.176 , 192.168.43.71 ,57,358,320,0
104.108.198.176 , 192.168.43.71 ,57,298,1340,0
104.108.198.176 , 192.168.43.71 ,57,298,1340,0
104.108.198.176 , 192.168.43.71 ,57,298,116,0
192.168.43.71 , 104.108.198.176 ,128,528,40,0
192.168.43.71 , 104.108.198.176 ,128,64,40,0
192.168.43.71 , 104.108.198.176 ,128,67,40,0
192.168.43.71 , 67.106.145.165 ,128,17520,52,0
54.163.236.149 , 192.168.43.71 ,225,117,52,0
192.168.43.71 , 54.163.236.149 ,128,68,40,0
67.106.145.165 , 192.168.43.71 ,231,8190,44,0
192.168.43.71 , 67.106.145.165 ,128,17520,40,0
192.168.43.71 , 67.106.145.165 ,128,17520,557,0
104.108.198.176 , 192.168.43.71 ,57,441,40,0
192.168.43.71 , 104.108.198.176 ,128,528,1021,0
67.106.145.165 , 192.168.43.71 ,231,8190,44,0
192.168.43.71 , 67.106.145.165 ,128,17520,40,0
104.108.198.176 , 192.168.43.71 ,57,441,670,0
104.108.198.176 , 192.168.43.71 ,57,314,321,0
192.168.43.71 , 104.108.198.176 ,128,65,40,0
192.168.43.71 , 104.108.198.176 ,128,527,40,0
67.106.145.165 , 192.168.43.71 ,231,34654,40,0
67.106.145.165 , 192.168.43.71 ,231,34654,147,0
67.106.145.165 , 192.168.43.71 ,231,34654,109,0
192.168.43.71 , 67.106.145.165 ,128,17344,40,0
192.168.43.71 , 67.106.145.165 ,128,17344,115,0
192.168.43.71 , 67.106.145.165 ,128,17344,1260,0
192.168.43.71 , 67.106.145.165 ,128,17344,425,0
67.106.145.165 , 192.168.43.71 ,231,34579,40,0
67.106.145.165 , 192.168.43.71 ,231,33359,40,0
67.106.145.165 , 192.168.43.71 ,231,32974,40,0
67.106.145.165 , 192.168.43.71 ,231,40041,829,0
192.168.43.71 , 67.106.145.165 ,128,16555,40,0
192.168.43.71 , 54.214.248.75 ,128,68,487,0
192.168.43.71 , 54.243.123.36 ,128,68,521,0
192.168.43.71 , 52.201.27.16 ,128,67,133,0
192.168.43.71 , 52.201.27.16 ,128,67,78,0
192.168.43.71 , 52.201.27.16 ,128,67,470,0
192.168.43.71 , 147.75.111.32 ,128,67,133,0
192.168.43.71 , 147.75.111.32 ,128,67,78,0
192.168.43.71 , 147.75.111.32 ,128,67,389,0
192.168.43.71 , 23.56.21.56 ,128,66,592,0
192.168.43.71 , 151.101.10.49 ,128,66,213,0
192.168.43.71 , 54.169.245.36 ,128,17520,52,0
67.106.145.165 , 192.168.43.71 ,231,40958,40,0
192.168.43.71 , 67.106.145.165 ,128,16555,40,0
192.168.43.71 , 151.101.8.175 ,128,17520,52,0
192.168.43.71 , 103.15.158.129 ,128,68,941,0
192.168.43.71 , 52.77.166.10 ,128,65,129,0
192.168.43.71 , 52.194.68.103 ,128,16860,500,0
192.168.43.71 , 18.136.55.203 ,128,16688,557,0
151.101.10.49 , 192.168.43.71 ,56,62,40,0
151.101.10.49 , 192.168.43.71 ,56,62,153,0
54.169.245.36 , 192.168.43.71 ,239,26883,52,0
192.168.43.71 , 54.169.245.36 ,128,68,40,0
192.168.43.71 , 54.169.245.36 ,128,68,557,0
192.168.43.71 , 104.108.198.176 ,128,527,912,0
192.168.43.71 , 54.214.248.75 ,128,66,581,0
192.168.43.71 , 151.101.10.49 ,128,65,40,0
151.101.8.175 , 192.168.43.71 ,56,28400,52,0
23.56.21.56 , 192.168.43.71 ,56,254,378,0
192.168.43.71 , 151.101.8.175 ,128,68,40,0
52.77.166.10 , 192.168.43.71 ,239,114,392,0
52.77.166.10 , 192.168.43.71 ,239,114,78,0
192.168.43.71 , 52.77.166.10 ,128,63,40,0
192.168.43.71 , 151.101.8.175 ,128,68,557,0
192.168.43.71 , 23.56.21.56 ,128,65,40,0
103.15.158.129 , 192.168.43.71 ,243,38350,973,0
18.136.55.203 , 192.168.43.71 ,239,27872,361,0
54.169.245.36 , 192.168.43.71 ,239,110,177,0
192.168.43.71 , 54.169.245.36 ,128,67,91,0
192.168.43.71 , 54.169.245.36 ,128,67,546,0
192.168.43.71 , 54.214.248.75 ,128,68,557,0
104.108.198.176 , 192.168.43.71 ,57,329,1340,0
104.108.198.176 , 192.168.43.71 ,57,329,1292,0
54.214.248.75 , 192.168.43.71 ,228,136,400,0
192.168.43.71 , 104.108.198.176 ,128,528,40,0
52.194.68.103 , 192.168.43.71 ,233,27872,667,0
151.101.8.175 , 192.168.43.71 ,56,58,40,0
151.101.8.175 , 192.168.43.71 ,56,58,200,0
192.168.43.71 , 151.101.8.175 ,128,67,91,0
192.168.43.71 , 151.101.8.175 ,128,67,539,0
192.168.43.71 , 54.214.248.75 ,128,67,564,0
192.168.43.71 , 52.194.68.103 ,128,16233,624,0
147.75.111.32 , 192.168.43.71 ,50,119,78,0
192.168.43.71 , 103.15.158.129 ,128,64,40,0
192.168.43.71 , 18.136.55.203 ,128,16367,40,0
147.75.111.32 , 192.168.43.71 ,50,123,399,0
192.168.43.71 , 147.75.111.32 ,128,65,40,0
54.169.245.36 , 192.168.43.71 ,239,114,40,0
54.169.245.36 , 192.168.43.71 ,239,114,325,0
52.201.27.16 , 192.168.43.71 ,226,114,40,0
52.201.27.16 , 192.168.43.71 ,226,114,78,0
54.243.123.36 , 192.168.43.71 ,221,114,405,0
151.101.8.175 , 192.168.43.71 ,56,60,40,0
192.168.43.71 , 54.169.245.36 ,128,66,40,0
192.168.43.71 , 54.243.123.36 ,128,66,40,0
192.168.43.71 , 52.201.27.16 ,128,67,40,0
54.214.248.75 , 192.168.43.71 ,227,127,520,0
52.194.68.103 , 192.168.43.71 ,233,29200,633,0
52.201.27.16 , 192.168.43.71 ,226,114,224,0
52.201.27.16 , 192.168.43.71 ,226,114,78,0
192.168.43.71 , 52.201.27.16 ,128,66,40,0
192.168.43.71 , 52.194.68.103 ,128,17520,40,0
192.168.43.71 , 54.214.248.75 ,128,64,40,0
54.214.248.75 , 192.168.43.71 ,229,119,40,0
54.214.248.75 , 192.168.43.71 ,229,119,185,0
192.168.43.71 , 54.214.248.75 ,128,67,91,0
54.214.248.75 , 192.168.43.71 ,228,145,519,0
192.168.43.71 , 89.187.162.23 ,128,17520,52,0
192.168.43.71 , 89.187.162.23 ,128,17520,52,0
151.101.8.175 , 192.168.43.71 ,56,60,871,0
192.168.43.71 , 54.214.248.75 ,128,65,40,0
192.168.43.71 , 172.217.167.34 ,128,17520,52,0
192.168.43.71 , 151.101.8.175 ,128,64,40,0
89.187.162.23 , 192.168.43.71 ,55,29200,52,0
192.168.43.71 , 89.187.162.23 ,128,68,40,0
192.168.43.71 , 89.187.162.23 ,128,68,557,0
89.187.162.23 , 192.168.43.71 ,55,29200,52,0
192.168.43.71 , 89.187.162.23 ,128,68,40,0
172.217.167.34 , 192.168.43.71 ,119,60720,52,0
89.187.162.23 , 192.168.43.71 ,55,60,40,0
192.168.43.71 , 172.217.167.34 ,128,68,40,0
192.168.43.71 , 172.217.167.34 ,128,68,557,0
89.187.162.23 , 192.168.43.71 ,55,60,1340,0
89.187.162.23 , 192.168.43.71 ,55,60,1340,0
192.168.43.71 , 89.187.162.23 ,128,68,40,0
89.187.162.23 , 192.168.43.71 ,55,60,1128,0
192.168.43.71 , 89.187.162.23 ,128,64,120,0
192.168.43.71 , 89.187.162.23 ,128,64,126,0
192.168.43.71 , 89.187.162.23 ,128,64,336,0
192.168.43.71 , 54.214.248.75 ,128,65,542,0
172.217.167.34 , 192.168.43.71 ,119,242,40,0
89.187.162.23 , 192.168.43.71 ,55,62,40,0
89.187.162.23 , 192.168.43.71 ,55,62,319,0
89.187.162.23 , 192.168.43.71 ,55,62,319,0
192.168.43.71 , 89.187.162.23 ,128,68,40,0
89.187.162.23 , 192.168.43.71 ,55,62,331,0
89.187.162.23 , 192.168.43.71 ,55,62,114,0
54.214.248.75 , 192.168.43.71 ,229,119,40,0
192.168.43.71 , 89.187.162.23 ,128,67,40,0
192.168.43.71 , 89.187.162.23 ,128,67,71,0
192.168.43.71 , 54.169.245.36 ,128,66,655,0
172.217.167.34 , 192.168.43.71 ,119,242,1340,0
172.217.167.34 , 192.168.43.71 ,119,242,1340,0
172.217.167.34 , 192.168.43.71 ,119,242,219,0
192.168.43.71 , 172.217.167.34 ,128,68,40,0
192.168.43.71 , 172.217.167.34 ,128,68,133,0
89.187.162.23 , 192.168.43.71 ,55,62,40,0
172.217.167.34 , 192.168.43.71 ,119,242,324,0
172.217.167.34 , 192.168.43.71 ,119,242,109,0
192.168.43.71 , 172.217.167.34 ,128,67,40,0
54.214.248.75 , 192.168.43.71 ,228,153,519,0
192.168.43.71 , 54.214.248.75 ,128,68,40,0
52.201.27.16 , 192.168.43.71 ,226,106,40,0
192.168.43.71 , 52.201.27.16 ,128,68,40,0
192.168.43.71 , 52.201.27.16 ,128,68,40,0
192.168.43.71 , 54.169.245.36 ,128,66,655,0
192.168.43.71 , 104.108.198.176 ,128,17520,52,0
54.169.245.36 , 192.168.43.71 ,239,119,52,0
192.168.43.71 , 104.108.198.176 ,128,528,945,0
192.168.43.71 , 104.108.198.176 ,128,65,946,0
192.168.43.71 , 104.108.198.176 ,128,64,941,0
104.108.198.176 , 192.168.43.71 ,57,29200,52,0
192.168.43.71 , 104.108.198.176 ,128,68,40,0
192.168.43.71 , 104.108.198.176 ,128,68,557,0
104.108.198.176 , 192.168.43.71 ,57,345,619,0
52.201.27.16 , 192.168.43.71 ,226,106,40,0
192.168.43.71 , 104.108.198.176 ,128,525,40,0
104.108.198.176 , 192.168.43.71 ,57,460,40,0
104.108.198.176 , 192.168.43.71 ,57,460,617,0
104.108.198.176 , 192.168.43.71 ,57,237,40,0
104.108.198.176 , 192.168.43.71 ,57,237,1340,0
104.108.198.176 , 192.168.43.71 ,57,237,1340,0
192.168.43.71 , 104.108.198.176 ,128,68,40,0
104.108.198.176 , 192.168.43.71 ,57,237,1340,0
104.108.198.176 , 192.168.43.71 ,57,237,236,0
192.168.43.71 , 104.108.198.176 ,128,68,40,0
104.108.198.176 , 192.168.43.71 ,57,373,1340,0
104.108.198.176 , 192.168.43.71 ,57,373,234,0
192.168.43.71 , 104.108.198.176 ,128,68,40,0
104.108.198.176 , 192.168.43.71 ,57,237,1340,0
104.108.198.176 , 192.168.43.71 ,57,237,547,0
192.168.43.71 , 104.108.198.176 ,128,68,40,0
192.168.43.71 , 104.108.198.176 ,128,68,166,0
192.168.43.71 , 104.108.198.176 ,128,68,422,0
192.168.43.71 , 104.108.198.176 ,128,63,40,0
104.108.198.176 , 192.168.43.71 ,57,237,298,0
104.108.198.176 , 192.168.43.71 ,57,245,40,0
192.168.43.71 , 104.108.198.176 ,128,67,40,0
192.168.43.71 , 173.226.108.90 ,128,17520,557,0
192.168.43.71 , 54.214.248.75 ,128,68,1340,0
192.168.43.71 , 54.214.248.75 ,128,68,786,0
173.226.108.90 , 192.168.43.71 ,231,34654,109,0
192.168.43.71 , 173.226.108.90 ,128,17520,40,0
54.214.248.75 , 192.168.43.71 ,228,169,519,0
192.168.43.71 , 54.214.248.75 ,128,66,40,0
192.168.43.71 , 54.214.248.75 ,128,66,487,0
192.168.43.71 , 52.44.138.146 ,128,17520,52,0
192.168.43.71 , 34.231.0.247 ,128,17520,52,0
173.226.108.90 , 192.168.43.71 ,231,34654,216,0
192.168.43.71 , 173.226.108.90 ,128,17344,40,0
192.168.43.71 , 173.226.108.90 ,128,17344,115,0
192.168.43.71 , 173.226.108.90 ,128,17344,557,0
192.168.43.71 , 173.226.108.90 ,128,17344,1260,0
192.168.43.71 , 173.226.108.90 ,128,17344,1260,0
192.168.43.71 , 173.226.108.90 ,128,17344,1260,0
192.168.43.71 , 173.226.108.90 ,128,17344,1260,0
192.168.43.71 , 173.226.108.90 ,128,17344,1260,0
192.168.43.71 , 173.226.108.90 ,128,17344,1033,0
192.168.43.71 , 52.44.138.146 ,128,17520,52,0
54.214.248.75 , 192.168.43.71 ,228,179,400,0
192.168.43.71 , 192.28.144.124 ,128,17520,52,0
192.168.43.71 , 34.231.0.247 ,128,17520,52,0
192.168.43.71 , 54.214.248.75 ,128,65,40,0
52.44.138.146 , 192.168.43.71 ,224,26883,52,0
192.168.43.71 , 52.44.138.146 ,128,68,40,0
192.168.43.71 , 52.44.138.146 ,128,68,557,0
192.168.43.71 , 192.28.144.124 ,128,17520,52,0
34.231.0.247 , 192.168.43.71 ,224,26883,44,0
192.168.43.71 , 34.231.0.247 ,128,17520,40,0
192.168.43.71 , 34.231.0.247 ,128,17520,557,0
173.226.108.90 , 192.168.43.71 ,231,34579,40,0
52.44.138.146 , 192.168.43.71 ,226,26883,44,0
192.168.43.71 , 52.44.138.146 ,128,17520,40,0
173.226.108.90 , 192.168.43.71 ,231,34062,40,0
173.226.108.90 , 192.168.43.71 ,231,36892,40,0
173.226.108.90 , 192.168.43.71 ,231,34452,40,0
173.226.108.90 , 192.168.43.71 ,231,32239,40,0
173.226.108.90 , 192.168.43.71 ,231,39849,397,0
192.168.43.71 , 173.226.108.90 ,128,16987,40,0
192.28.144.124 , 192.168.43.71 ,234,3900,48,0
34.231.0.247 , 192.168.43.71 ,221,26883,52,0
192.168.43.71 , 192.28.144.124 ,128,17520,40,0
192.168.43.71 , 34.231.0.247 ,128,68,40,0
192.168.43.71 , 192.28.144.124 ,128,17520,557,0
52.44.138.146 , 192.168.43.71 ,224,110,40,0
52.44.138.146 , 192.168.43.71 ,224,110,1340,0
52.44.138.146 , 192.168.43.71 ,224,110,1340,0
192.168.43.71 , 52.44.138.146 ,128,68,40,0
52.44.138.146 , 192.168.43.71 ,224,110,1340,0
52.44.138.146 , 192.168.43.71 ,224,110,236,0
192.168.43.71 , 52.44.138.146 ,128,68,40,0
192.28.144.124 , 192.168.43.71 ,234,3900,48,0
34.231.0.247 , 192.168.43.71 ,224,26800,40,0
192.168.43.71 , 192.28.144.124 ,128,17520,40,0
34.231.0.247 , 192.168.43.71 ,224,26800,1340,0
34.231.0.247 , 192.168.43.71 ,224,26800,1340,0
192.168.43.71 , 34.231.0.247 ,128,17520,40,0
34.231.0.247 , 192.168.43.71 ,224,26800,1340,0
34.231.0.247 , 192.168.43.71 ,224,26800,236,0
34.231.0.247 , 192.168.43.71 ,224,26800,1208,0
192.168.43.71 , 34.231.0.247 ,128,17520,40,0
192.168.43.71 , 34.231.0.247 ,128,17520,166,0
173.226.108.90 , 192.168.43.71 ,231,40958,40,0
192.28.144.124 , 192.168.43.71 ,234,4417,40,0
192.168.43.71 , 173.226.108.90 ,128,16987,40,0
192.28.144.124 , 192.168.43.71 ,234,4417,1340,0
192.28.144.124 , 192.168.43.71 ,234,4417,1340,0
192.28.144.124 , 192.168.43.71 ,234,4417,1340,0
192.28.144.124 , 192.168.43.71 ,234,4417,382,0
192.168.43.71 , 192.28.144.124 ,128,17520,40,0
192.168.43.71 , 192.28.144.124 ,128,17520,166,0
52.201.27.16 , 192.168.43.71 ,226,114,86,0
52.201.27.16 , 192.168.43.71 ,226,114,71,0
52.201.27.16 , 192.168.43.71 ,226,114,40,0
192.168.43.71 , 52.201.27.16 ,128,65,40,0
192.168.43.71 , 52.201.27.16 ,128,65,40,0
34.231.0.247 , 192.168.43.71 ,224,26800,91,0
192.168.43.71 , 34.231.0.247 ,128,17469,605,0
192.28.144.124 , 192.168.43.71 ,234,4543,40,0
192.28.144.124 , 192.168.43.71 ,234,4543,46,0
192.28.144.124 , 192.168.43.71 ,234,4543,85,0
192.168.43.71 , 192.28.144.124 ,128,17469,40,0
192.168.43.71 , 192.28.144.124 ,128,17469,744,0
52.201.27.16 , 192.168.43.71 ,226,114,40,0
34.231.0.247 , 192.168.43.71 ,224,27685,997,0
192.168.43.71 , 34.231.0.247 ,128,16512,40,0
192.28.144.124 , 192.168.43.71 ,234,5247,40,0
192.168.43.71 , 52.202.101.120 ,128,17520,52,0
192.28.144.124 , 192.168.43.71 ,234,5247,341,0
192.168.43.71 , 192.28.144.124 ,128,17168,40,0
192.168.43.71 , 52.202.101.120 ,128,17520,52,0
52.44.138.146 , 192.168.43.71 ,224,110,1209,0
192.168.43.71 , 52.44.138.146 ,128,63,166,0
52.202.101.120 , 192.168.43.71 ,222,26883,52,0
192.168.43.71 , 52.202.101.120 ,128,68,40,0
192.168.43.71 , 52.202.101.120 ,128,68,557,0
52.202.101.120 , 192.168.43.71 ,222,26883,52,0
